user_id,total_orders,unique_families,unique_cuisines,total_spent,avg_item_price,pct_veg,diversity_factor,avg_spent_per_order,top_dish_family,segment,city,is_veg,price_sensitivity
U00047,32,20,4,18415,204.61111111111111,0.1111111111111111,0.625,575.46875,Ice Cream,regular,Mumbai,False,low
U00048,18,19,4,10285,209.89795918367346,0.16326530612244897,1.0555555555555556,571.3888888888889,Pasta,regular,Chennai,False,medium
U00049,28,24,4,17560,234.13333333333333,0.3466666666666667,0.8571428571428571,627.1428571428571,Raita,regular,Delhi,False,high
U00050,35,17,4,8450,153.63636363636363,0.18181818181818182,0.4857142857142857,241.42857142857142,Burger,budget,Kolkata,False,high
U00051,23,16,3,11145,156.9718309859155,0.16901408450704225,0.6956521739130435,484.5652173913044,Pizza,occasional,Mumbai,False,high
U00052,27,8,3,11360,277.0731707317073,1.0,0.2962962962962963,420.74074074074076,Pizza,premium,Chennai,True,low
U00053,34,22,4,14960,164.3956043956044,0.3516483516483517,0.6470588235294118,440.0,Soft Drink,occasional,Bangalore,False,low
U00054,24,9,3,9915,225.3409090909091,1.0,0.375,413.125,Gulab Jamun,premium,Delhi,True,high
U00055,27,3,2,11250,250.0,1.0,0.1111111111111111,416.6666666666667,Gulab Jamun,regular,Delhi,True,low
U00056,18,11,2,9500,211.11111111111111,0.7111111111111111,0.6111111111111112,527.7777777777778,Salad,occasional,Bangalore,False,low
U00057,27,17,4,11375,264.5348837209302,0.5116279069767442,0.6296296296296297,421.2962962962963,Chai,budget,Chennai,False,medium
U00058,15,10,2,6225,249.0,0.16,0.6666666666666666,415.0,Vada Pav,budget,Hyderabad,False,low
U00059,21,6,1,4605,135.44117647058823,0.058823529411764705,0.2857142857142857,219.28571428571428,Vada Pav,budget,Bangalore,False,low
U00060,23,20,4,13970,229.01639344262296,0.3114754098360656,0.8695652173913043,607.3913043478261,Vada Pav,regular,Chennai,False,medium
U00061,28,12,2,14515,207.35714285714286,0.2,0.42857142857142855,518.3928571428571,Biryani,regular,Bangalore,False,high
U00062,28,11,2,10440,261.0,0.8,0.39285714285714285,372.85714285714283,Salad,budget,Bangalore,False,low
U00063,21,11,3,6340,113.21428571428571,1.0,0.5238095238095238,301.9047619047619,Rice,premium,Mumbai,True,low
U00064,21,13,4,6730,192.28571428571428,1.0,0.6190476190476191,320.4761904761905,Pizza,regular,Chennai,True,low
U00065,24,1,1,15605,458.97058823529414,1.0,0.041666666666666664,650.2083333333334,Gulab Jamun,budget,Hyderabad,True,high
U00066,29,22,4,17395,228.8815789473684,0.14473684210526316,0.7586206896551724,599.8275862068965,Biryani,regular,Kolkata,False,low
U00067,22,7,3,4770,159.0,1.0,0.3181818181818182,216.8181818181818,Gulab Jamun,budget,Mumbai,True,low
U00068,23,9,4,20280,343.728813559322,1.0,0.391304347826087,881.7391304347826,Wrap,premium,Bangalore,True,medium
U00069,27,4,2,3515,106.51515151515152,1.0,0.14814814814814814,130.1851851851852,Biryani,budget,Kolkata,True,low
U00070,24,10,3,7050,143.87755102040816,1.0,0.4166666666666667,293.75,Smoothie,occasional,Pune,True,high
U00071,19,10,2,16375,282.32758620689657,0.1724137931034483,0.5263157894736842,861.8421052631579,Pizza,premium,Kolkata,False,low
U00072,24,12,3,8595,238.75,0.75,0.5,358.125,Salad,budget,Bangalore,False,high
U00073,20,6,1,4980,160.6451612903226,0.06451612903225806,0.3,249.0,Pav Bhaji,budget,Bangalore,False,medium
U00074,34,12,2,26770,230.77586206896552,0.1206896551724138,0.35294117647058826,787.3529411764706,Ice Cream,premium,Chennai,False,high
U00075,21,19,4,14435,185.06410256410257,0.4230769230769231,0.9047619047619048,687.3809523809524,Pizza,premium,Chennai,False,low
U00076,32,10,3,6770,120.89285714285714,1.0,0.3125,211.5625,Pizza,premium,Mumbai,True,low
U00077,22,4,2,15640,319.18367346938777,1.0,0.18181818181818182,710.9090909090909,Gulab Jamun,premium,Hyderabad,True,high
U00078,28,12,3,7575,184.7560975609756,0.3902439024390244,0.42857142857142855,270.5357142857143,Salad,budget,Mumbai,False,low
U00079,24,24,4,18245,253.40277777777777,0.3055555555555556,1.0,760.2083333333334,Burger,regular,Delhi,False,low
U00080,28,9,2,13390,352.36842105263156,0.8157894736842105,0.32142857142857145,478.2142857142857,Salad,budget,Bangalore,False,low
U00081,20,7,4,14055,390.4166666666667,1.0,0.35,702.75,Gulab Jamun,premium,Kolkata,True,medium
U00082,27,9,2,10790,158.6764705882353,1.0,0.3333333333333333,399.6296296296296,Noodles,regular,Pune,True,low
U00083,27,18,3,14925,193.83116883116884,0.42857142857142855,0.6666666666666666,552.7777777777778,Water,regular,Bangalore,False,high
U00084,26,10,3,10565,285.5405405405405,1.0,0.38461538461538464,406.34615384615387,Salad,budget,Bangalore,True,low
U00085,19,16,3,9405,184.41176470588235,0.43137254901960786,0.8421052631578947,495.0,Smoothie,regular,Mumbai,False,medium
U00086,29,18,3,11415,139.20731707317074,0.6097560975609756,0.6206896551724138,393.62068965517244,Salad,regular,Pune,False,low
U00087,16,19,4,12715,239.9056603773585,0.05660377358490566,1.1875,794.6875,Ice Cream,premium,Pune,False,high
U00088,19,16,3,7125,129.54545454545453,0.6545454545454545,0.8421052631578947,375.0,Salad,regular,Pune,False,medium
U00089,23,11,3,11255,200.98214285714286,1.0,0.4782608695652174,489.3478260869565,Gulab Jamun,premium,Mumbai,True,medium
U00090,32,17,3,14035,177.65822784810126,0.4810126582278481,0.53125,438.59375,Coffee,regular,Bangalore,False,medium
U00091,30,13,3,4620,112.6829268292683,0.24390243902439024,0.43333333333333335,154.0,Burger,budget,Mumbai,False,low
U00092,22,19,3,19625,284.42028985507244,0.2753623188405797,0.8636363636363636,892.0454545454545,Soup,premium,Chennai,False,low
U00093,24,19,3,30090,358.2142857142857,0.32142857142857145,0.7916666666666666,1253.75,Dimsum,premium,Chennai,False,medium
U00094,22,18,3,12625,213.98305084745763,0.3050847457627119,0.8181818181818182,573.8636363636364,Ice Cream,regular,Mumbai,False,low
U00095,22,12,2,9975,163.52459016393442,0.3114754098360656,0.5454545454545454,453.40909090909093,Samosa,premium,Pune,False,low
U00096,23,13,2,20220,297.3529411764706,0.7647058823529411,0.5652173913043478,879.1304347826087,Salad,regular,Bangalore,False,high
U00097,32,3,1,7430,103.19444444444444,1.0,0.09375,232.1875,Biryani,regular,Mumbai,True,high
U00098,14,15,4,5535,167.72727272727272,0.5454545454545454,1.0714285714285714,395.35714285714283,Salad,regular,Mumbai,False,medium
U00099,18,5,1,5650,201.78571428571428,0.0,0.2777777777777778,313.8888888888889,Ice Cream,budget,Mumbai,False,medium
U00100,27,4,2,4570,120.26315789473684,1.0,0.14814814814814814,169.25925925925927,Gulab Jamun,budget,Delhi,True,high
U00101,27,6,3,15740,491.875,1.0,0.2222222222222222,582.9629629629629,Rice,budget,Chennai,True,low
U00102,37,23,4,27625,258.1775700934579,0.102803738317757,0.6216216216216216,746.6216216216217,Burger,regular,Kolkata,False,low
U00103,26,23,4,12445,170.4794520547945,0.2328767123287671,0.8846153846153846,478.65384615384613,Noodles,regular,Pune,False,low
U00104,32,7,1,24245,299.320987654321,0.08641975308641975,0.21875,757.65625,Dosa,regular,Hyderabad,False,low
U00105,31,13,4,11955,221.38888888888889,1.0,0.41935483870967744,385.64516129032256,Pizza,occasional,Kolkata,True,medium
U00106,27,14,3,4570,130.57142857142858,0.6,0.5185185185185185,169.25925925925927,Salad,budget,Pune,False,medium
U00107,23,6,1,12235,218.48214285714286,0.32142857142857145,0.2608695652173913,531.9565217391304,Fried Rice,regular,Hyderabad,False,low
U00108,21,12,2,16225,231.78571428571428,0.08571428571428572,0.5714285714285714,772.6190476190476,Brownie,premium,Delhi,False,low
U00109,19,9,2,4600,158.6206896551724,0.27586206896551724,0.47368421052631576,242.10526315789474,Ice Cream,budget,Mumbai,False,low
U00110,32,19,4,13490,313.72093023255815,0.5581395348837209,0.59375,421.5625,Salad,budget,Delhi,False,medium
U00111,24,15,3,7395,205.41666666666666,0.3611111111111111,0.625,308.125,Soft Drink,budget,Delhi,False,medium
U00112,24,9,2,4410,119.1891891891892,0.21621621621621623,0.375,183.75,Noodles,budget,Kolkata,False,medium
U00113,26,23,4,12125,183.71212121212122,0.4393939393939394,0.8846153846153846,466.34615384615387,Lassi,occasional,Bangalore,False,medium
U00114,27,15,3,16700,191.95402298850576,0.21839080459770116,0.5555555555555556,618.5185185185185,Burger,premium,Kolkata,False,high
U00115,24,21,4,16195,294.45454545454544,0.2545454545454545,0.875,674.7916666666666,Pani Puri,regular,Chennai,False,low
U00116,20,16,3,13935,217.734375,0.234375,0.8,696.75,Biryani,premium,Hyderabad,False,low
U00117,30,6,1,27385,322.1764705882353,0.6588235294117647,0.2,912.8333333333334,Juice,premium,Mumbai,False,low
U00118,27,9,4,8140,214.21052631578948,1.0,0.3333333333333333,301.48148148148147,Risotto,budget,Kolkata,True,low
U00119,26,12,2,22375,286.85897435897436,0.11538461538461539,0.46153846153846156,860.5769230769231,Pani Puri,premium,Hyderabad,False,low
U00120,24,13,2,7995,135.5084745762712,0.4576271186440678,0.5416666666666666,333.125,Soft Drink,regular,Pune,False,medium
U00121,25,5,3,15580,293.9622641509434,1.0,0.2,623.2,Gulab Jamun,premium,Hyderabad,True,low
U00122,29,9,2,13035,176.14864864864865,1.0,0.3103448275862069,449.48275862068965,Rice,premium,Pune,True,high
U00123,31,17,3,15615,188.13253012048193,0.21686746987951808,0.5483870967741935,503.7096774193548,Tiramisu,regular,Kolkata,False,medium
U00124,28,16,4,9685,242.125,0.45,0.5714285714285714,345.89285714285717,Pizza,budget,Chennai,False,medium
U00125,27,6,1,4015,97.92682926829268,0.04878048780487805,0.2222222222222222,148.7037037037037,Samosa,budget,Kolkata,False,high
U00126,29,19,4,12935,172.46666666666667,0.18666666666666668,0.6551724137931034,446.0344827586207,Bhel Puri,regular,Pune,False,low
U00127,32,15,3,21515,259.2168674698795,1.0,0.46875,672.34375,Biryani,premium,Hyderabad,True,low
U00128,23,12,2,14720,210.28571428571428,0.22857142857142856,0.5217391304347826,640.0,Bhel Puri,premium,Hyderabad,False,medium
U00129,23,12,2,3635,110.15151515151516,0.3939393939393939,0.5217391304347826,158.04347826086956,Manchurian,budget,Pune,False,medium
U00130,29,13,2,14420,163.86363636363637,0.4318181818181818,0.4482758620689655,497.2413793103448,Curry,regular,Delhi,False,low
U00131,27,8,2,17320,237.26027397260273,1.0,0.2962962962962963,641.4814814814815,Salad,regular,Chennai,True,high
U00132,18,6,4,3485,193.61111111111111,1.0,0.3333333333333333,193.61111111111111,Wrap,budget,Bangalore,True,low
U00133,20,11,3,7675,274.10714285714283,0.32142857142857145,0.55,383.75,Ice Cream,budget,Mumbai,False,medium
U00134,18,2,2,6200,344.44444444444446,1.0,0.1111111111111111,344.44444444444446,Chaat,regular,Hyderabad,True,high
U00135,22,10,4,9995,212.6595744680851,1.0,0.45454545454545453,454.3181818181818,Gulab Jamun,occasional,Mumbai,True,low
U00136,42,12,2,30355,278.48623853211006,0.7798165137614679,0.2857142857142857,722.7380952380952,Salad,regular,Bangalore,False,medium
U00137,21,16,3,12510,208.5,0.26666666666666666,0.7619047619047619,595.7142857142857,Pasta,regular,Kolkata,False,medium
U00138,39,22,4,30875,241.2109375,0.3125,0.5641025641025641,791.6666666666666,Brownie,premium,Mumbai,False,low
U00139,32,4,2,9300,232.5,1.0,0.125,290.625,Wrap,regular,Bangalore,True,high
U00140,20,9,3,4675,99.46808510638297,1.0,0.45,233.75,Salad,occasional,Pune,True,low
U00141,28,9,3,11955,234.41176470588235,1.0,0.32142857142857145,426.9642857142857,Gulab Jamun,occasional,Delhi,True,medium
U00142,28,5,3,11600,341.1764705882353,1.0,0.17857142857142858,414.2857142857143,Gulab Jamun,budget,Hyderabad,True,low
U00143,17,12,4,7430,206.38888888888889,1.0,0.7058823529411765,437.05882352941177,Smoothie,regular,Bangalore,True,low
U00144,32,11,2,16380,190.46511627906978,0.6046511627906976,0.34375,511.875,Salad,regular,Mumbai,False,medium
U00145,26,9,2,11805,319.05405405405406,0.05405405405405406,0.34615384615384615,454.03846153846155,Ice Cream,budget,Hyderabad,False,high
U00146,36,8,4,8790,191.08695652173913,1.0,0.2222222222222222,244.16666666666666,Gulab Jamun,budget,Delhi,True,low
U00147,23,7,2,5390,149.72222222222223,1.0,0.30434782608695654,234.34782608695653,Chaat,regular,Pune,True,low
U00148,28,11,2,10105,148.60294117647058,0.20588235294117646,0.39285714285714285,360.89285714285717,Pizza,regular,Kolkata,False,low
U00149,23,11,2,14715,397.7027027027027,0.21621621621621623,0.4782608695652174,639.7826086956521,Ice Cream,budget,Hyderabad,False,low
U00150,20,10,3,4230,151.07142857142858,0.32142857142857145,0.5,211.5,Noodles,budget,Kolkata,False,medium
U00151,24,12,2,11770,173.08823529411765,0.058823529411764705,0.5,490.4166666666667,Burger,occasional,Bangalore,False,medium
U00152,24,10,2,5590,169.3939393939394,0.18181818181818182,0.4166666666666667,232.91666666666666,Biryani,budget,Delhi,False,low
U00153,27,11,3,6290,146.27906976744185,1.0,0.4074074074074074,232.96296296296296,Salad,budget,Mumbai,True,medium
U00154,22,13,2,15245,234.53846153846155,0.46153846153846156,0.5909090909090909,692.9545454545455,Rice,regular,Delhi,False,high
U00155,28,12,2,16850,208.02469135802468,0.3950617283950617,0.42857142857142855,601.7857142857143,Biryani,occasional,Delhi,False,medium
U00156,22,7,3,7635,272.67857142857144,1.0,0.3181818181818182,347.04545454545456,Chaat,budget,Chennai,True,low
U00157,18,15,3,10900,231.91489361702128,0.7446808510638298,0.8333333333333334,605.5555555555555,Wrap,regular,Delhi,False,low
U00158,24,23,4,23890,306.28205128205127,0.3076923076923077,0.9583333333333334,995.4166666666666,Burger,premium,Delhi,False,high
U00159,26,5,2,8220,234.85714285714286,1.0,0.19230769230769232,316.15384615384613,Biryani,budget,Hyderabad,True,low
U00160,28,17,3,20160,248.88888888888889,0.43209876543209874,0.6071428571428571,720.0,Chai,premium,Mumbai,False,medium
U00161,17,15,3,15280,299.6078431372549,0.17647058823529413,0.8823529411764706,898.8235294117648,Biryani,regular,Hyderabad,False,low
U00162,27,11,2,22480,330.5882352941176,0.029411764705882353,0.4074074074074074,832.5925925925926,Pav Bhaji,regular,Hyderabad,False,medium
U00163,33,22,4,19010,213.59550561797752,0.38202247191011235,0.6666666666666666,576.060606060606,Coffee,regular,Bangalore,False,medium
U00164,27,11,2,29615,374.873417721519,0.189873417721519,0.4074074074074074,1096.851851851852,Biryani,regular,Hyderabad,False,low
U00165,27,9,3,9260,243.68421052631578,1.0,0.3333333333333333,342.962962962963,Salad,budget,Chennai,True,high
U00166,26,5,2,14670,293.4,1.0,0.19230769230769232,564.2307692307693,Gulab Jamun,premium,Chennai,True,low
U00167,22,10,2,18250,314.6551724137931,0.10344827586206896,0.45454545454545453,829.5454545454545,Pizza,regular,Kolkata,False,high
U00168,29,16,3,11525,256.1111111111111,0.2,0.5517241379310345,397.41379310344826,Noodles,budget,Bangalore,False,medium
U00169,32,16,3,10445,227.06521739130434,0.2608695652173913,0.5,326.40625,Noodles,budget,Kolkata,False,medium
U00170,28,11,4,9265,154.41666666666666,1.0,0.39285714285714285,330.89285714285717,Biryani,regular,Kolkata,True,medium
U00171,37,9,4,15400,240.625,1.0,0.24324324324324326,416.2162162162162,Gulab Jamun,regular,Pune,True,medium
U00172,27,8,2,4780,125.78947368421052,1.0,0.2962962962962963,177.03703703703704,Paneer Dish,budget,Mumbai,True,low
U00173,15,7,2,5025,152.27272727272728,1.0,0.4666666666666667,335.0,Wrap,regular,Mumbai,True,low
U00174,18,5,1,4720,196.66666666666666,0.375,0.2777777777777778,262.22222222222223,Noodles,budget,Hyderabad,False,low
U00175,28,15,3,17970,256.7142857142857,0.2857142857142857,0.5357142857142857,641.7857142857143,Biryani,regular,Hyderabad,False,low
U00176,36,12,4,9145,169.35185185185185,1.0,0.3333333333333333,254.02777777777777,Salad,budget,Pune,True,low
U00177,21,10,4,7995,222.08333333333334,1.0,0.47619047619047616,380.7142857142857,Chaat,regular,Hyderabad,True,high
U00178,25,11,2,13530,187.91666666666666,0.4305555555555556,0.44,541.2,Pizza,regular,Mumbai,False,high
U00179,32,4,2,12540,216.20689655172413,1.0,0.125,391.875,Rice,occasional,Kolkata,True,low
U00180,30,9,2,12355,287.3255813953488,0.46511627906976744,0.3,411.8333333333333,Biryani,budget,Delhi,False,high
U00181,20,8,3,6455,195.6060606060606,1.0,0.4,322.75,Risotto,regular,Chennai,True,medium
U00182,21,9,2,6605,227.75862068965517,0.3103448275862069,0.42857142857142855,314.5238095238095,Biryani,budget,Delhi,False,low
U00183,23,12,3,23260,430.74074074074076,1.0,0.5217391304347826,1011.304347826087,Wrap,occasional,Delhi,True,low
U00184,27,4,3,9160,234.87179487179486,1.0,0.14814814814814814,339.25925925925924,Gulab Jamun,premium,Mumbai,True,low
U00185,26,12,3,8170,209.48717948717947,0.2564102564102564,0.46153846153846156,314.2307692307692,Burger,budget,Delhi,False,high
U00186,22,11,4,6425,160.625,1.0,0.5,292.04545454545456,Gulab Jamun,regular,Pune,True,low
U00187,21,15,3,18880,269.7142857142857,0.7714285714285715,0.7142857142857143,899.047619047619,Salad,premium,Bangalore,False,high
U00188,19,4,2,8905,287.258064516129,1.0,0.21052631578947367,468.6842105263158,Biryani,regular,Hyderabad,True,low
U00189,21,11,3,8050,182.95454545454547,1.0,0.5238095238095238,383.3333333333333,Pizza,regular,Bangalore,True,low
U00190,17,9,3,4220,175.83333333333334,0.2916666666666667,0.5294117647058824,248.23529411764707,Burger,budget,Kolkata,False,medium
U00191,29,16,4,13425,291.8478260869565,0.30434782608695654,0.5517241379310345,462.9310344827586,Pizza,budget,Chennai,False,low
U00192,15,8,4,6985,240.86206896551724,1.0,0.5333333333333333,465.6666666666667,Biryani,premium,Hyderabad,True,high
U00193,34,3,2,10635,279.86842105263156,1.0,0.08823529411764706,312.79411764705884,Rice,occasional,Delhi,True,high
U00194,21,2,2,3355,145.8695652173913,1.0,0.09523809523809523,159.76190476190476,Chaat,regular,Chennai,True,high
U00195,28,16,3,26575,349.67105263157896,0.18421052631578946,0.5714285714285714,949.1071428571429,Brownie,regular,Hyderabad,False,medium
U00196,23,13,2,14685,222.5,0.22727272727272727,0.5652173913043478,638.4782608695652,Burger,regular,Pune,False,medium
U00197,18,12,2,11970,184.15384615384616,0.26153846153846155,0.6666666666666666,665.0,Paneer Dish,premium,Pune,False,medium
U00198,30,12,2,9290,110.5952380952381,0.7380952380952381,0.4,309.6666666666667,Wrap,premium,Pune,False,high
U00199,31,17,3,13670,130.1904761904762,0.3523809523809524,0.5483870967741935,440.96774193548384,Noodles,premium,Pune,False,low
U00200,25,20,4,22505,288.52564102564105,0.48717948717948717,0.8,900.2,Burger,premium,Delhi,False,low
U00201,19,15,3,13685,263.1730769230769,0.5192307692307693,0.7894736842105263,720.2631578947369,Salad,regular,Bangalore,False,medium
U00202,27,9,4,7500,208.33333333333334,1.0,0.3333333333333333,277.77777777777777,Rice,budget,Hyderabad,True,high
U00203,27,7,3,6085,160.1315789473684,1.0,0.25925925925925924,225.37037037037038,Paneer Dish,budget,Delhi,True,medium
U00204,24,22,4,15515,206.86666666666667,0.32,0.9166666666666666,646.4583333333334,Biryani,premium,Pune,False,medium
U00205,31,8,2,7830,101.68831168831169,1.0,0.25806451612903225,252.58064516129033,Manchurian,regular,Kolkata,True,medium
U00206,28,17,4,9325,222.02380952380952,0.5952380952380952,0.6071428571428571,333.0357142857143,Salad,budget,Bangalore,False,low
U00207,23,11,2,5610,165.0,0.29411764705882354,0.4782608695652174,243.91304347826087,Noodles,budget,Kolkata,False,low
U00208,33,11,2,17345,199.367816091954,0.13793103448275862,0.3333333333333333,525.6060606060606,Pizza,regular,Chennai,False,medium
U00209,38,6,1,5680,97.93103448275862,0.017241379310344827,0.15789473684210525,149.47368421052633,Vada Pav,budget,Kolkata,False,medium
U00210,30,14,4,10700,243.1818181818182,0.38636363636363635,0.4666666666666667,356.6666666666667,Salad,budget,Chennai,False,high
U00211,29,25,4,25380,317.25,0.5,0.8620689655172413,875.1724137931035,Biryani,regular,Chennai,False,low
U00212,29,7,3,9690,179.44444444444446,1.0,0.2413793103448276,334.13793103448273,Gulab Jamun,regular,Pune,True,low
U00213,20,7,4,6985,291.0416666666667,1.0,0.35,349.25,Chaat,regular,Chennai,True,low
U00214,27,13,3,6605,169.35897435897436,0.20512820512820512,0.48148148148148145,244.62962962962962,Paneer Dish,budget,Mumbai,False,high
U00215,28,11,3,17945,299.0833333333333,1.0,0.39285714285714285,640.8928571428571,Gulab Jamun,premium,Hyderabad,True,high
U00216,26,8,2,5930,164.72222222222223,0.6111111111111112,0.3076923076923077,228.07692307692307,Salad,budget,Hyderabad,False,low
U00217,31,12,4,10705,157.4264705882353,1.0,0.3870967741935484,345.3225806451613,Biryani,regular,Pune,True,medium
U00218,43,11,2,39975,296.1111111111111,0.48148148148148145,0.2558139534883721,929.6511627906976,Soft Drink,premium,Mumbai,False,medium
U00219,23,6,2,6840,190.0,1.0,0.2608695652173913,297.39130434782606,Wrap,regular,Kolkata,True,medium
U00220,26,7,2,11630,211.45454545454547,1.0,0.2692307692307692,447.3076923076923,Biryani,premium,Delhi,True,medium
U00221,26,4,2,11525,230.5,1.0,0.15384615384615385,443.2692307692308,Rice,regular,Kolkata,True,low
U00222,13,7,2,11520,329.14285714285717,1.0,0.5384615384615384,886.1538461538462,Smoothie,regular,Delhi,True,medium
U00223,36,5,2,21975,448.46938775510205,1.0,0.1388888888888889,610.4166666666666,Rice,budget,Chennai,True,low
U00224,23,12,2,19520,330.8474576271187,0.2033898305084746,0.5217391304347826,848.695652173913,Manchurian,regular,Bangalore,False,low
U00225,24,14,4,6295,179.85714285714286,0.2571428571428571,0.5833333333333334,262.2916666666667,Ice Cream,budget,Delhi,False,low
U00226,28,16,4,12195,283.6046511627907,0.5116279069767442,0.5714285714285714,435.5357142857143,Salad,budget,Bangalore,False,low
U00227,18,4,2,5390,269.5,1.0,0.2222222222222222,299.44444444444446,Chaat,occasional,Hyderabad,True,medium
