item_id,restaurant_id,name,dish_family,cuisine,price,is_veg,is_addon_eligible,popularity_score,avg_rating
I000087,R0005,Pepper Rasam,Rasam,South Indian,115,False,True,0.52,3.8
I000088,R0005,Filter Coffee,Filter Coffee,South Indian,135,True,True,0.44,4.5
I000089,R0005,South Indian Coffee,Filter Coffee,South Indian,145,True,True,0.79,3.9
I000090,R0006,Masala Dosa,Dosa,South Indian,440,False,True,0.37,4.5
I000091,R0006,Plain Dosa,Dosa,South Indian,560,False,True,0.44,3.8
I000092,R0006,Onion Dosa,Dosa,South Indian,305,False,True,0.98,4.7
I000093,R0006,Rava Dosa,Dosa,South Indian,495,False,True,0.96,4.5
I000094,R0006,Ghee Roast Dosa,Dosa,South Indian,675,False,True,0.78,4.6
I000095,R0006,Idli (2 pcs),Idli,South Indian,385,False,True,0.69,4.8
I000096,R0006,Idli (4 pcs),Idli,South Indian,310,False,True,0.39,3.9
I000097,R0006,Mini Idli,Idli,South Indian,445,False,True,0.43,4.4
I000098,R0006,Sambar Bowl,Sambar,South Indian,445,False,True,0.41,4.9
I000099,R0006,Drumstick Sambar,Sambar,South Indian,650,False,True,0.47,4.0
I000100,R0006,Coconut Chutney,Chutney,South Indian,670,False,True,0.85,3.8
I000101,R0006,Tomato Chutney,Chutney,South Indian,770,False,True,0.85,4.8
I000102,R0006,Mint Chutney,Chutney,South Indian,370,False,True,0.4,4.0
I000103,R0006,Steamed Rice,Rice,South Indian,330,False,True,0.36,3.7
I000104,R0006,Jeera Rice,Rice,South Indian,655,False,True,0.32,3.6
I000105,R0006,Veg Pulao,Rice,South Indian,770,True,True,0.36,4.3
I000106,R0006,Egg Fried Rice,Rice,South Indian,620,False,True,0.97,4.8
I000107,R0006,Tomato Rasam,Rasam,South Indian,520,False,True,0.96,4.1
I000108,R0006,Pepper Rasam,Rasam,South Indian,635,False,True,0.48,4.5
I000109,R0006,Filter Coffee,Filter Coffee,South Indian,570,True,True,0.72,4.5
I000110,R0006,South Indian Coffee,Filter Coffee,South Indian,385,True,True,0.51,4.6
I000111,R0007,Caesar Salad,Salad,Healthy,65,True,True,0.54,4.5
I000112,R0007,Greek Salad,Salad,Healthy,145,True,True,0.35,4.3
I000113,R0007,Garden Salad,Salad,Healthy,60,True,True,0.57,3.8
I000114,R0007,Banana Smoothie,Smoothie,Healthy,115,True,True,0.83,3.9
I000115,R0007,Mixed Berry Smoothie,Smoothie,Healthy,120,True,True,0.61,3.9
I000116,R0007,Green Detox Smoothie,Smoothie,Healthy,100,True,True,0.57,3.8
I000117,R0007,Chicken Wrap,Wrap,Healthy,125,False,True,0.86,4.7
I000118,R0007,Paneer Wrap,Wrap,Healthy,90,True,True,0.42,4.8
I000119,R0007,Veg Wrap,Wrap,Healthy,85,True,True,0.82,4.7
I000120,R0007,Masala Oats,Oats,Healthy,125,True,True,0.57,4.9
I000121,R0007,Fruit Oats,Oats,Healthy,115,True,True,0.7,4.5
I000122,R0007,Seasonal Fruit Bowl,Fruit Bowl,Healthy,55,True,True,0.57,4.8
I000123,R0007,Protein Quinoa Bowl,Quinoa Bowl,Healthy,65,False,True,0.59,4.1
I000124,R0007,Veggie Quinoa Bowl,Quinoa Bowl,Healthy,85,True,True,0.69,5.0
I000125,R0008,Papdi Chaat,Chaat,Street Food,165,False,True,0.79,4.6
I000126,R0008,Aloo Chaat,Chaat,Street Food,245,True,True,0.37,4.4
I000127,R0008,Dahi Puri,Chaat,Street Food,340,False,True,0.54,4.5
I000128,R0008,Pav Bhaji (2 pav),Pav Bhaji,Street Food,340,False,True,0.86,4.5
I000129,R0008,Pav Bhaji (4 pav),Pav Bhaji,Street Food,345,False,True,0.42,4.7
I000130,R0008,Vada Pav,Vada Pav,Street Food,200,False,True,0.55,4.3
I000131,R0008,Cheese Vada Pav,Vada Pav,Street Food,110,False,True,0.52,3.7
I000132,R0008,Pani Puri (6 pcs),Pani Puri,Street Food,135,False,True,0.54,4.7
I000133,R0008,Bhel Puri,Bhel Puri,Street Food,150,False,True,0.67,4.6
I000134,R0008,Samosa (2 pcs),Samosa,Street Food,160,False,True,0.95,4.8
I000135,R0008,Samosa (4 pcs),Samosa,Street Food,165,False,True,0.99,4.5
I000136,R0009,Margherita Pizza,Pizza,Italian,170,False,True,0.78,4.5
I000137,R0009,Pepperoni Pizza,Pizza,Italian,250,False,True,0.8,3.9
I000138,R0009,BBQ Chicken Pizza,Pizza,Italian,345,False,True,0.9,4.6
I000139,R0009,Veggie Supreme,Pizza,Italian,105,True,True,0.71,4.6
I000140,R0009,Arrabiata Pasta,Pasta,Italian,315,False,True,0.96,4.9
I000141,R0009,Alfredo Pasta,Pasta,Italian,200,False,True,0.93,3.5
I000142,R0009,Pesto Pasta,Pasta,Italian,190,False,True,0.38,4.8
I000143,R0009,Mac and Cheese,Pasta,Italian,330,False,True,0.48,4.1
I000144,R0009,Garlic Bread,Garlic Bread,Italian,345,False,True,0.7,4.2
I000145,R0009,Cheesy Garlic Bread,Garlic Bread,Italian,225,False,True,0.79,4.9
I000146,R0009,Mushroom Risotto,Risotto,Italian,190,True,True,0.42,3.8
I000147,R0009,Chicken Risotto,Risotto,Italian,105,False,True,0.69,4.9
I000148,R0009,Tiramisu,Tiramisu,Italian,280,False,True,1.0,4.9
I000149,R0010,Coke (300ml),Soft Drink,Beverages,225,False,True,0.64,4.4
I000150,R0010,Pepsi (300ml),Soft Drink,Beverages,130,False,True,0.73,4.2
I000151,R0010,Sprite (300ml),Soft Drink,Beverages,260,False,True,0.7,4.0
I000152,R0010,Limca,Soft Drink,Beverages,250,False,True,0.56,3.8
I000153,R0010,Fresh Orange Juice,Juice,Beverages,270,True,True,0.51,4.8
I000154,R0010,Watermelon Juice,Juice,Beverages,150,True,True,0.72,4.4
I000155,R0010,Mixed Fruit Juice,Juice,Beverages,150,True,True,0.61,4.5
I000156,R0010,Sweet Lassi,Lassi,Beverages,180,True,True,0.38,4.4
I000157,R0010,Salted Lassi,Lassi,Beverages,155,True,True,0.78,4.8
I000158,R0010,Mango Lassi,Lassi,Beverages,130,True,True,0.61,4.2
I000159,R0010,Masala Chai,Chai,Beverages,260,True,True,0.53,4.1
I000160,R0010,Ginger Chai,Chai,Beverages,105,True,True,0.39,4.4
I000161,R0010,Cappuccino,Coffee,Beverages,155,False,True,0.4,4.0
I000162,R0010,Latte,Coffee,Beverages,140,False,True,0.34,3.9
I000163,R0010,Espresso,Coffee,Beverages,140,False,True,0.86,3.6
I000164,R0010,Mineral Water (500ml),Water,Beverages,285,True,True,0.57,4.5
I000165,R0011,Butter Chicken,Curry,North Indian,325,False,True,0.94,4.7
I000166,R0011,Palak Paneer,Curry,North Indian,370,True,True,0.45,4.5
I000167,R0011,Chicken Masala,Curry,North Indian,760,False,True,0.61,4.2
I000168,R0011,Lamb Curry,Curry,North Indian,420,False,True,0.57,3.9
I000169,R0011,Mixed Veg Curry,Curry,North Indian,475,True,True,0.31,3.6
I000170,R0011,Dal Makhani,Dal,North Indian,640,False,True,0.78,4.0
I000171,R0011,Dal Tadka,Dal,North Indian,745,False,True,0.49,4.1
I000172,R0011,Dal Fry,Dal,North Indian,665,False,True,0.82,4.8
I000173,R0011,Chana Masala,Dal,North Indian,315,False,True,0.43,4.5
I000174,R0011,Paneer Tikka Masala,Paneer Dish,North Indian,470,True,True,0.33,4.4
I000175,R0011,Shahi Paneer,Paneer Dish,North Indian,495,True,True,0.55,3.9
I000176,R0011,Kadai Paneer,Paneer Dish,North Indian,305,True,True,0.43,4.2
I000177,R0011,Matar Paneer,Paneer Dish,North Indian,440,True,True,0.91,3.7
I000178,R0011,Butter Naan,Bread,North Indian,740,False,True,0.58,3.9
I000179,R0011,Roti,Bread,North Indian,450,False,True,0.53,4.3
I000180,R0011,Paratha,Bread,North Indian,475,False,True,0.75,4.1
I000181,R0011,Garlic Naan,Bread,North Indian,635,False,True,0.72,3.9
I000182,R0011,Puri,Bread,North Indian,705,False,True,0.86,5.0
I000183,R0011,Steamed Rice,Rice,North Indian,390,False,True,0.89,4.8
I000184,R0011,Jeera Rice,Rice,North Indian,620,False,True,0.65,4.9
I000185,R0011,Veg Pulao,Rice,North Indian,785,True,True,0.75,4.0
I000186,R0011,Egg Fried Rice,Rice,North Indian,710,False,True,0.36,3.9
I000187,R0011,Boondi Raita,Raita,North Indian,795,False,True,0.87,4.9
I000188,R0011,Cucumber Raita,Raita,North Indian,595,False,True,0.59,5.0
I000189,R0011,Mixed Raita,Raita,North Indian,455,False,True,0.83,4.3
I000190,R0011,Mango Pickle,Pickle,North Indian,415,False,True,0.31,4.1
I000191,R0011,Mixed Pickle,Pickle,North Indian,575,False,True,0.43,4.1
I000192,R0011,Lime Pickle,Pickle,North Indian,610,False,True,0.8,3.6
I000193,R0012,Margherita Pizza,Pizza,Italian,265,False,True,0.34,3.5
I000194,R0012,Pepperoni Pizza,Pizza,Italian,140,False,True,0.76,3.6
I000195,R0012,BBQ Chicken Pizza,Pizza,Italian,105,False,True,0.38,4.9
I000196,R0012,Veggie Supreme,Pizza,Italian,325,True,True,0.36,4.0
I000197,R0012,Arrabiata Pasta,Pasta,Italian,335,False,True,0.37,3.6
I000198,R0012,Alfredo Pasta,Pasta,Italian,120,False,True,0.98,4.6
I000199,R0012,Pesto Pasta,Pasta,Italian,155,False,True,0.33,4.9
I000200,R0012,Mac and Cheese,Pasta,Italian,205,False,True,0.72,3.9
I000201,R0012,Garlic Bread,Garlic Bread,Italian,290,False,True,0.44,4.7
I000202,R0012,Cheesy Garlic Bread,Garlic Bread,Italian,160,False,True,0.37,4.2
I000203,R0012,Mushroom Risotto,Risotto,Italian,305,True,True,0.57,3.5
I000204,R0012,Chicken Risotto,Risotto,Italian,240,False,True,0.78,4.6
I000205,R0012,Tiramisu,Tiramisu,Italian,200,False,True,0.37,4.4
I000206,R0013,Caesar Salad,Salad,Healthy,85,True,True,0.96,4.3
I000207,R0013,Greek Salad,Salad,Healthy,95,True,True,0.52,4.0
I000208,R0013,Garden Salad,Salad,Healthy,100,True,True,0.51,4.8
I000209,R0013,Banana Smoothie,Smoothie,Healthy,95,True,True,0.5,3.7
I000210,R0013,Mixed Berry Smoothie,Smoothie,Healthy,115,True,True,0.32,4.2
I000211,R0013,Green Detox Smoothie,Smoothie,Healthy,105,True,True,0.54,4.6
I000212,R0013,Chicken Wrap,Wrap,Healthy,120,False,True,0.98,4.3
I000213,R0013,Paneer Wrap,Wrap,Healthy,105,True,True,0.47,4.1
I000214,R0013,Veg Wrap,Wrap,Healthy,55,True,True,0.78,4.0
I000215,R0013,Masala Oats,Oats,Healthy,105,True,True,0.48,4.4
I000216,R0013,Fruit Oats,Oats,Healthy,95,True,True,0.64,4.9
I000217,R0013,Seasonal Fruit Bowl,Fruit Bowl,Healthy,120,True,True,0.48,4.3
I000218,R0013,Protein Quinoa Bowl,Quinoa Bowl,Healthy,95,False,True,0.86,4.8
I000219,R0013,Veggie Quinoa Bowl,Quinoa Bowl,Healthy,80,True,True,0.87,3.8
I000220,R0014,Chicken Biryani,Biryani,Biryani,290,False,True,0.47,3.9
I000221,R0014,Mutton Biryani,Biryani,Biryani,315,False,True,0.59,5.0
I000222,R0014,Veg Biryani,Biryani,Biryani,140,True,True,0.62,4.6
I000223,R0014,Egg Biryani,Biryani,Biryani,100,False,True,0.41,3.5
I000224,R0014,Prawn Biryani,Biryani,Biryani,350,False,True,0.83,4.1
I000225,R0014,Boondi Raita,Raita,Biryani,140,False,True,0.36,4.3
I000226,R0014,Cucumber Raita,Raita,Biryani,345,False,True,0.77,4.0
I000227,R0014,Mixed Raita,Raita,Biryani,225,False,True,1.0,4.3
I000228,R0014,Mirchi Ka Salan,Salan,Biryani,340,False,True,0.31,4.6
I000229,R0014,Shorba,Salan,Biryani,255,False,True,0.78,4.4
I000230,R0014,Biryani Gravy,Salan,Biryani,110,False,True,0.4,4.9
I000231,R0014,Chicken Shorba,Shorba,Biryani,160,False,True,1.0,4.5
I000232,R0014,Veg Shorba,Shorba,Biryani,210,True,True,0.94,4.7
I000233,R0014,Seekh Kebab,Kebab,Biryani,205,False,True,0.35,4.8
I000234,R0014,Chicken 65,Kebab,Biryani,290,False,True,0.85,4.6
I000235,R0014,Reshmi Kebab,Kebab,Biryani,170,False,True,0.9,3.5
I000236,R0014,Boti Kebab,Kebab,Biryani,160,False,True,0.33,3.7
I000237,R0014,Gulab Jamun (2 pcs),Gulab Jamun,Biryani,235,True,True,0.33,3.8
I000238,R0014,Gulab Jamun (4 pcs),Gulab Jamun,Biryani,160,True,True,0.76,4.2
I000239,R0015,Caesar Salad,Salad,Healthy,95,True,True,0.84,4.2
I000240,R0015,Greek Salad,Salad,Healthy,85,True,True,0.97,3.5
I000241,R0015,Garden Salad,Salad,Healthy,80,True,True,0.73,4.7
I000242,R0015,Banana Smoothie,Smoothie,Healthy,130,True,True,0.33,4.6
I000243,R0015,Mixed Berry Smoothie,Smoothie,Healthy,120,True,True,0.45,3.7
I000244,R0015,Green Detox Smoothie,Smoothie,Healthy,125,True,True,0.47,3.5
I000245,R0015,Chicken Wrap,Wrap,Healthy,70,False,True,0.32,3.9
I000246,R0015,Paneer Wrap,Wrap,Healthy,85,True,True,0.49,4.9
I000247,R0015,Veg Wrap,Wrap,Healthy,75,True,True,0.63,4.9
I000248,R0015,Masala Oats,Oats,Healthy,140,True,True,0.52,4.0
I000249,R0015,Fruit Oats,Oats,Healthy,110,True,True,0.94,3.5
I000250,R0015,Seasonal Fruit Bowl,Fruit Bowl,Healthy,90,True,True,0.89,4.1
I000251,R0015,Protein Quinoa Bowl,Quinoa Bowl,Healthy,120,False,True,0.78,3.8
I000252,R0015,Veggie Quinoa Bowl,Quinoa Bowl,Healthy,95,True,True,0.7,4.6
I000253,R0016,Chicken Biryani,Biryani,Biryani,305,False,True,0.83,3.5
I000254,R0016,Mutton Biryani,Biryani,Biryani,270,False,True,0.65,4.4
I000255,R0016,Veg Biryani,Biryani,Biryani,195,True,True,0.8,4.5
I000256,R0016,Egg Biryani,Biryani,Biryani,245,False,True,0.9,3.7
I000257,R0016,Prawn Biryani,Biryani,Biryani,175,False,True,0.65,4.9
I000258,R0016,Boondi Raita,Raita,Biryani,120,False,True,0.54,4.9
I000259,R0016,Cucumber Raita,Raita,Biryani,325,False,True,0.91,4.0
I000260,R0016,Mixed Raita,Raita,Biryani,310,False,True,0.65,4.4
I000261,R0016,Mirchi Ka Salan,Salan,Biryani,160,False,True,0.79,4.0
I000262,R0016,Shorba,Salan,Biryani,185,False,True,0.75,3.9
I000263,R0016,Biryani Gravy,Salan,Biryani,155,False,True,0.56,4.7
I000264,R0016,Chicken Shorba,Shorba,Biryani,155,False,True,0.85,4.5
I000265,R0016,Veg Shorba,Shorba,Biryani,270,True,True,0.63,4.6
I000266,R0016,Seekh Kebab,Kebab,Biryani,105,False,True,0.51,4.5
I000267,R0016,Chicken 65,Kebab,Biryani,345,False,True,0.3,4.3
I000268,R0016,Reshmi Kebab,Kebab,Biryani,330,False,True,0.9,3.5
I000269,R0016,Boti Kebab,Kebab,Biryani,230,False,True,0.3,4.7
I000270,R0016,Gulab Jamun (2 pcs),Gulab Jamun,Biryani,175,True,True,0.84,4.9
I000271,R0016,Gulab Jamun (4 pcs),Gulab Jamun,Biryani,345,True,True,0.93,3.8
I000272,R0017,Coke (300ml),Soft Drink,Beverages,150,False,True,0.74,4.3
I000273,R0017,Pepsi (300ml),Soft Drink,Beverages,100,False,True,0.57,4.9
I000274,R0017,Sprite (300ml),Soft Drink,Beverages,325,False,True,0.44,4.1
I000275,R0017,Limca,Soft Drink,Beverages,240,False,True,0.9,4.3
I000276,R0017,Fresh Orange Juice,Juice,Beverages,340,True,True,0.86,4.9
I000277,R0017,Watermelon Juice,Juice,Beverages,285,True,True,0.91,4.7
I000278,R0017,Mixed Fruit Juice,Juice,Beverages,165,True,True,0.46,4.8
I000279,R0017,Sweet Lassi,Lassi,Beverages,120,True,True,0.59,4.7
I000280,R0017,Salted Lassi,Lassi,Beverages,305,True,True,0.4,4.2
I000281,R0017,Mango Lassi,Lassi,Beverages,220,True,True,0.53,4.9
I000282,R0017,Masala Chai,Chai,Beverages,265,True,True,0.99,3.6
I000283,R0017,Ginger Chai,Chai,Beverages,200,True,True,0.88,4.1
I000284,R0017,Cappuccino,Coffee,Beverages,165,False,True,1.0,4.8
I000285,R0017,Latte,Coffee,Beverages,235,False,True,0.69,3.5
I000286,R0017,Espresso,Coffee,Beverages,345,False,True,0.86,3.6
I000287,R0017,Mineral Water (500ml),Water,Beverages,145,True,True,0.87,3.6
I000288,R0018,Papdi Chaat,Chaat,Street Food,145,False,True,1.0,4.8
I000289,R0018,Aloo Chaat,Chaat,Street Food,125,True,True,0.64,3.6
I000290,R0018,Dahi Puri,Chaat,Street Food,125,False,True,0.58,4.4
I000291,R0018,Pav Bhaji (2 pav),Pav Bhaji,Street Food,80,False,True,0.47,4.0
I000292,R0018,Pav Bhaji (4 pav),Pav Bhaji,Street Food,130,False,True,0.6,4.0
I000293,R0018,Vada Pav,Vada Pav,Street Food,95,False,True,0.32,4.8
I000294,R0018,Cheese Vada Pav,Vada Pav,Street Food,105,False,True,0.37,3.9
I000295,R0018,Pani Puri (6 pcs),Pani Puri,Street Food,150,False,True,0.72,3.9
I000296,R0018,Bhel Puri,Bhel Puri,Street Food,95,False,True,0.48,3.5
I000297,R0018,Samosa (2 pcs),Samosa,Street Food,135,False,True,0.5,4.8
I000298,R0018,Samosa (4 pcs),Samosa,Street Food,100,False,True,0.43,4.7
I000299,R0019,Masala Dosa,Dosa,South Indian,195,False,True,0.8,4.8
I000300,R0019,Plain Dosa,Dosa,South Indian,340,False,True,0.36,3.5
I000301,R0019,Onion Dosa,Dosa,South Indian,235,False,True,0.48,4.2
I000302,R0019,Rava Dosa,Dosa,South Indian,120,False,True,0.65,3.7
I000303,R0019,Ghee Roast Dosa,Dosa,South Indian,310,False,True,0.83,3.6
I000304,R0019,Idli (2 pcs),Idli,South Indian,310,False,True,0.53,4.0
I000305,R0019,Idli (4 pcs),Idli,South Indian,145,False,True,0.88,4.1
I000306,R0019,Mini Idli,Idli,South Indian,110,False,True,0.98,3.9
I000307,R0019,Sambar Bowl,Sambar,South Indian,335,False,True,0.51,4.7
I000308,R0019,Drumstick Sambar,Sambar,South Indian,265,False,True,0.9,5.0
I000309,R0019,Coconut Chutney,Chutney,South Indian,320,False,True,0.58,4.7
I000310,R0019,Tomato Chutney,Chutney,South Indian,280,False,True,0.34,4.9
I000311,R0019,Mint Chutney,Chutney,South Indian,215,False,True,0.39,4.1
I000312,R0019,Steamed Rice,Rice,South Indian,250,False,True,0.7,4.4
I000313,R0019,Jeera Rice,Rice,South Indian,165,False,True,0.74,4.9
I000314,R0019,Veg Pulao,Rice,South Indian,195,True,True,0.74,3.9
I000315,R0019,Egg Fried Rice,Rice,South Indian,110,False,True,0.71,3.6
I000316,R0019,Tomato Rasam,Rasam,South Indian,280,False,True,0.77,4.1
I000317,R0019,Pepper Rasam,Rasam,South Indian,205,False,True,0.94,3.5
I000318,R0019,Filter Coffee,Filter Coffee,South Indian,240,True,True,0.95,4.9
I000319,R0019,South Indian Coffee,Filter Coffee,South Indian,245,True,True,0.57,3.6
I000320,R0020,Veg Burger,Burger,Fast Food,65,True,True,0.78,3.5
I000321,R0020,Chicken Burger,Burger,Fast Food,140,False,True,0.71,3.6
I000322,R0020,Zinger Burger,Burger,Fast Food,75,False,True,0.72,3.6
I000323,R0020,Double Patty Burger,Burger,Fast Food,130,False,True,0.94,4.9
I000324,R0020,Regular Fries,Fries,Fast Food,125,False,True,0.9,4.4
I000325,R0020,Cheese Fries,Fries,Fast Food,95,False,True,0.8,3.8
I000326,R0020,Peri Peri Fries,Fries,Fast Food,60,False,True,0.83,4.9
I000327,R0020,Chicken Wrap,Wrap,Fast Food,110,False,True,0.64,4.3
I000328,R0020,Paneer Wrap,Wrap,Fast Food,100,True,True,0.61,4.9
I000329,R0020,Veg Wrap,Wrap,Fast Food,100,True,True,0.36,4.6
I000330,R0020,Chicken Nuggets (6 pcs),Nuggets,Fast Food,90,False,True,0.8,4.4
I000331,R0020,Chicken Nuggets (12 pcs),Nuggets,Fast Food,120,False,True,0.34,3.6
I000332,R0020,Chocolate Milkshake,Milkshake,Fast Food,90,False,True,0.79,3.8
I000333,R0020,Strawberry Milkshake,Milkshake,Fast Food,95,False,True,0.99,3.8
